sov_line_id,description,scheduled_value,previous_billed,this_period,total_billed,pct_complete,balance_to_finish,project_id,application_number
PRJ-2024-003-SOV-04,Ductwork - Installation,647400,505500,51000,556500,86.0,90900,PRJ-2024-003,11
PRJ-2024-003-SOV-05,Piping - Hydronic Systems,524500,414400,35100,449500,85.7,75000,PRJ-2024-003,11
PRJ-2024-003-SOV-06,Piping - Refrigerant,352400,276600,27100,303700,86.2,48700,PRJ-2024-003,11
PRJ-2024-003-SOV-07,Equipment - RTUs/AHUs,661300,522900,42000,564900,85.4,96400,PRJ-2024-003,11
PRJ-2024-003-SOV-08,Equipment - Chillers/Boilers,528800,413400,42100,455500,86.1,73300,PRJ-2024-003,11
PRJ-2024-003-SOV-09,Equipment - Terminal Units (VAV/FCU),492800,389100,36400,425500,86.3,67300,PRJ-2024-003,11
PRJ-2024-003-SOV-10,Controls - DDC/BAS Installation,487000,356300,41200,397500,81.6,89500,PRJ-2024-003,11
PRJ-2024-003-SOV-11,Controls - Programming & Commissioning,198600,144600,16800,161400,81.3,37200,PRJ-2024-003,11
PRJ-2024-003-SOV-12,Insulation,316900,230600,29000,259600,81.9,57300,PRJ-2024-003,11
PRJ-2024-003-SOV-13,"Testing, Adjusting & Balancing (TAB)",113800,78300,10400,88700,77.9,25100,PRJ-2024-003,11
PRJ-2024-003-SOV-14,Startup & Commissioning Support,110700,76200,9800,86000,77.7,24700,PRJ-2024-003,11
PRJ-2024-003-SOV-15,Closeout Documentation & Training,104000,70300,10100,80400,77.3,23600,PRJ-2024-003,11
PRJ-2024-003-SOV-01,General Conditions & Project Management,344700,344600,100,344700,100.0,0,PRJ-2024-003,12
PRJ-2024-003-SOV-02,Submittals & Engineering,140800,140700,100,140800,100.0,0,PRJ-2024-003,12
PRJ-2024-003-SOV-03,Ductwork - Fabrication,520300,447700,33500,481200,92.5,39100,PRJ-2024-003,12
PRJ-2024-003-SOV-04,Ductwork - Installation,647400,556500,47500,604000,93.3,43400,PRJ-2024-003,12
PRJ-2024-003-SOV-05,Piping - Hydronic Systems,524500,449500,39400,488900,93.2,35600,PRJ-2024-003,12
PRJ-2024-003-SOV-06,Piping - Refrigerant,352400,303700,23600,327300,92.9,25100,PRJ-2024-003,12
PRJ-2024-003-SOV-07,Equipment - RTUs/AHUs,661300,564900,51400,616300,93.2,45000,PRJ-2024-003,12
PRJ-2024-003-SOV-08,Equipment - Chillers/Boilers,528800,455500,37500,493000,93.2,35800,PRJ-2024-003,12
PRJ-2024-003-SOV-09,Equipment - Terminal Units (VAV/FCU),492800,425500,31500,457000,92.7,35800,PRJ-2024-003,12
PRJ-2024-003-SOV-10,Controls - DDC/BAS Installation,487000,397500,42400,439900,90.3,47100,PRJ-2024-003,12
PRJ-2024-003-SOV-11,Controls - Programming & Commissioning,198600,161400,17600,179000,90.1,19600,PRJ-2024-003,12
PRJ-2024-003-SOV-12,Insulation,316900,259600,24600,284200,89.7,32700,PRJ-2024-003,12
PRJ-2024-003-SOV-13,"Testing, Adjusting & Balancing (TAB)",113800,88700,11800,100500,88.3,13300,PRJ-2024-003,12
PRJ-2024-003-SOV-14,Startup & Commissioning Support,110700,86000,11400,97400,88.0,13300,PRJ-2024-003,12
PRJ-2024-003-SOV-15,Closeout Documentation & Training,104000,80400,11600,92000,88.5,12000,PRJ-2024-003,12
PRJ-2024-003-SOV-03,Ductwork - Fabrication,520300,481200,12300,493500,94.8,26800,PRJ-2024-003,13
PRJ-2024-003-SOV-04,Ductwork - Installation,647400,604000,12200,616200,95.2,31200,PRJ-2024-003,13
PRJ-2024-003-SOV-05,Piping - Hydronic Systems,524500,488900,9400,498300,95.0,26200,PRJ-2024-003,13
PRJ-2024-003-SOV-06,Piping - Refrigerant,352400,327300,7100,334400,94.9,18000,PRJ-2024-003,13
PRJ-2024-003-SOV-07,Equipment - RTUs/AHUs,661300,616300,13000,629300,95.2,32000,PRJ-2024-003,13
PRJ-2024-003-SOV-08,Equipment - Chillers/Boilers,528800,493000,9600,502600,95.0,26200,PRJ-2024-003,13
PRJ-2024-003-SOV-09,Equipment - Terminal Units (VAV/FCU),492800,457000,10900,467900,94.9,24900,PRJ-2024-003,13
PRJ-2024-003-SOV-10,Controls - DDC/BAS Installation,487000,439900,8200,448100,92.0,38900,PRJ-2024-003,13
PRJ-2024-003-SOV-11,Controls - Programming & Commissioning,198600,179000,3800,182800,92.0,15800,PRJ-2024-003,13
PRJ-2024-003-SOV-12,Insulation,316900,284200,7900,292100,92.2,24800,PRJ-2024-003,13
PRJ-2024-003-SOV-13,"Testing, Adjusting & Balancing (TAB)",113800,100500,3000,103500,90.9,10300,PRJ-2024-003,13
PRJ-2024-003-SOV-14,Startup & Commissioning Support,110700,97400,3500,100900,91.1,9800,PRJ-2024-003,13
PRJ-2024-003-SOV-15,Closeout Documentation & Training,104000,92000,2800,94800,91.2,9200,PRJ-2024-003,13
PRJ-2024-003-SOV-03,Ductwork - Fabrication,520300,493500,14000,507500,97.5,12800,PRJ-2024-003,14
PRJ-2024-003-SOV-04,Ductwork - Installation,647400,616200,14200,630400,97.4,17000,PRJ-2024-003,14
PRJ-2024-003-SOV-05,Piping - Hydronic Systems,524500,498300,11900,510200,97.3,14300,PRJ-2024-003,14
PRJ-2024-003-SOV-06,Piping - Refrigerant,352400,334400,9500,343900,97.6,8500,PRJ-2024-003,14
PRJ-2024-003-SOV-07,Equipment - RTUs/AHUs,661300,629300,15000,644300,97.4,17000,PRJ-2024-003,14
PRJ-2024-003-SOV-08,Equipment - Chillers/Boilers,528800,502600,13200,515800,97.5,13000,PRJ-2024-003,14
PRJ-2024-003-SOV-09,Equipment - Terminal Units (VAV/FCU),492800,467900,12200,480100,97.4,12700,PRJ-2024-003,14
PRJ-2024-003-SOV-10,Controls - DDC/BAS Installation,487000,448100,14100,462200,94.9,24800,PRJ-2024-003,14
PRJ-2024-003-SOV-11,Controls - Programming & Commissioning,198600,182800,5800,188600,95.0,10000,PRJ-2024-003,14
PRJ-2024-003-SOV-12,Insulation,316900,292100,8800,300900,95.0,16000,PRJ-2024-003,14
PRJ-2024-003-SOV-13,"Testing, Adjusting & Balancing (TAB)",113800,103500,4100,107600,94.6,6200,PRJ-2024-003,14
PRJ-2024-003-SOV-14,Startup & Commissioning Support,110700,100900,3800,104700,94.6,6000,PRJ-2024-003,14
PRJ-2024-003-SOV-15,Closeout Documentation & Training,104000,94800,3600,98400,94.6,5600,PRJ-2024-003,14
PRJ-2024-003-SOV-03,Ductwork - Fabrication,520300,507500,12200,519700,99.9,600,PRJ-2024-003,15
PRJ-2024-003-SOV-04,Ductwork - Installation,647400,630400,14800,645200,99.7,2200,PRJ-2024-003,15
PRJ-2024-003-SOV-05,Piping - Hydronic Systems,524500,510200,12500,522700,99.7,1800,PRJ-2024-003,15
PRJ-2024-003-SOV-06,Piping - Refrigerant,352400,343900,7300,351200,99.7,1200,PRJ-2024-003,15
PRJ-2024-003-SOV-07,Equipment - RTUs/AHUs,661300,644300,15300,659600,99.7,1700,PRJ-2024-003,15
PRJ-2024-003-SOV-08,Equipment - Chillers/Boilers,528800,515800,11000,526800,99.6,2000,PRJ-2024-003,15
PRJ-2024-003-SOV-09,Equipment - Terminal Units (VAV/FCU),492800,480100,10800,490900,99.6,1900,PRJ-2024-003,15
PRJ-2024-003-SOV-10,Controls - DDC/BAS Installation,487000,462200,13100,475300,97.6,11700,PRJ-2024-003,15
PRJ-2024-003-SOV-11,Controls - Programming & Commissioning,198600,188600,4700,193300,97.3,5300,PRJ-2024-003,15
PRJ-2024-003-SOV-12,Insulation,316900,300900,8500,309400,97.6,7500,PRJ-2024-003,15
PRJ-2024-003-SOV-13,"Testing, Adjusting & Balancing (TAB)",113800,107600,3800,111400,97.9,2400,PRJ-2024-003,15
PRJ-2024-003-SOV-14,Startup & Commissioning Support,110700,104700,3600,108300,97.8,2400,PRJ-2024-003,15
PRJ-2024-003-SOV-15,Closeout Documentation & Training,104000,98400,3000,101400,97.5,2600,PRJ-2024-003,15
PRJ-2024-004-SOV-01,General Conditions & Project Management,1139800,0,272300,272300,23.9,867500,PRJ-2024-004,2
PRJ-2024-004-SOV-02,Submittals & Engineering,321000,0,74100,74100,23.1,246900,PRJ-2024-004,2
PRJ-2024-004-SOV-03,Ductwork - Fabrication,1352200,0,235300,235300,17.4,1116900,PRJ-2024-004,2
PRJ-2024-004-SOV-04,Ductwork - Installation,1815600,0,337300,337300,18.6,1478300,PRJ-2024-004,2
PRJ-2024-004-SOV-05,Piping - Hydronic Systems,1341100,0,260700,260700,19.4,1080400,PRJ-2024-004,2
PRJ-2024-004-SOV-06,Piping - Refrigerant,978600,0,173200,173200,17.7,805400,PRJ-2024-004,2
PRJ-2024-004-SOV-07,Equipment - RTUs/AHUs,2732100,0,488600,488600,17.9,2243500,PRJ-2024-004,2
PRJ-2024-004-SOV-08,Equipment - Chillers/Boilers,1637000,0,323700,323700,19.8,1313300,PRJ-2024-004,2
PRJ-2024-004-SOV-09,Equipment - Terminal Units (VAV/FCU),996300,0,192100,192100,19.3,804200,PRJ-2024-004,2
PRJ-2024-004-SOV-10,Controls - DDC/BAS Installation,1513000,0,75500,75500,5.0,1437500,PRJ-2024-004,2
PRJ-2024-004-SOV-11,Controls - Programming & Commissioning,743700,0,39700,39700,5.3,704000,PRJ-2024-004,2
PRJ-2024-004-SOV-12,Insulation,824500,0,41400,41400,5.0,783100,PRJ-2024-004,2
PRJ-2024-004-SOV-01,General Conditions & Project Management,1139800,272300,238600,510900,44.8,628900,PRJ-2024-004,3
PRJ-2024-004-SOV-02,Submittals & Engineering,321000,74100,71300,145400,45.3,175600,PRJ-2024-004,3
PRJ-2024-004-SOV-03,Ductwork - Fabrication,1352200,235300,209200,444500,32.9,907700,PRJ-2024-004,3
PRJ-2024-004-SOV-04,Ductwork - Installation,1815600,337300,295500,632800,34.9,1182800,PRJ-2024-004,3
PRJ-2024-004-SOV-05,Piping - Hydronic Systems,1341100,260700,199700,460400,34.3,880700,PRJ-2024-004,3
PRJ-2024-004-SOV-06,Piping - Refrigerant,978600,173200,149900,323100,33.0,655500,PRJ-2024-004,3
PRJ-2024-004-SOV-07,Equipment - RTUs/AHUs,2732100,488600,444500,933100,34.2,1799000,PRJ-2024-004,3
PRJ-2024-004-SOV-08,Equipment - Chillers/Boilers,1637000,323700,235600,559300,34.2,1077700,PRJ-2024-004,3
PRJ-2024-004-SOV-09,Equipment - Terminal Units (VAV/FCU),996300,192100,137700,329800,33.1,666500,PRJ-2024-004,3
PRJ-2024-004-SOV-10,Controls - DDC/BAS Installation,1513000,75500,239700,315200,20.8,1197800,PRJ-2024-004,3
PRJ-2024-004-SOV-11,Controls - Programming & Commissioning,743700,39700,127000,166700,22.4,577000,PRJ-2024-004,3
PRJ-2024-004-SOV-12,Insulation,824500,41400,142200,183600,22.3,640900,PRJ-2024-004,3
PRJ-2024-004-SOV-13,"Testing, Adjusting & Balancing (TAB)",359800,0,23800,23800,6.6,336000,PRJ-2024-004,3
PRJ-2024-004-SOV-14,Startup & Commissioning Support,324700,0,21400,21400,6.6,303300,PRJ-2024-004,3
PRJ-2024-004-SOV-15,Closeout Documentation & Training,260600,0,15600,15600,6.0,245000,PRJ-2024-004,3
PRJ-2024-004-SOV-01,General Conditions & Project Management,1139800,510900,143000,653900,57.4,485900,PRJ-2024-004,4
PRJ-2024-004-SOV-02,Submittals & Engineering,321000,145400,39600,185000,57.6,136000,PRJ-2024-004,4
PRJ-2024-004-SOV-03,Ductwork - Fabrication,1352200,444500,154800,599300,44.3,752900,PRJ-2024-004,4
PRJ-2024-004-SOV-04,Ductwork - Installation,1815600,632800,157000,789800,43.5,1025800,PRJ-2024-004,4
PRJ-2024-004-SOV-05,Piping - Hydronic Systems,1341100,460400,127700,588100,43.9,753000,PRJ-2024-004,4
PRJ-2024-004-SOV-06,Piping - Refrigerant,978600,323100,109400,432500,44.2,546100,PRJ-2024-004,4
PRJ-2024-004-SOV-07,Equipment - RTUs/AHUs,2732100,933100,267500,1200600,43.9,1531500,PRJ-2024-004,4
PRJ-2024-004-SOV-08,Equipment - Chillers/Boilers,1637000,559300,155500,714800,43.7,922200,PRJ-2024-004,4
PRJ-2024-004-SOV-09,Equipment - Terminal Units (VAV/FCU),996300,329800,108500,438300,44.0,558000,PRJ-2024-004,4
PRJ-2024-004-SOV-10,Controls - DDC/BAS Installation,1513000,315200,179000,494200,32.7,1018800,PRJ-2024-004,4
PRJ-2024-004-SOV-11,Controls - Programming & Commissioning,743700,166700,89600,256300,34.5,487400,PRJ-2024-004,4
PRJ-2024-004-SOV-12,Insulation,824500,183600,95800,279400,33.9,545100,PRJ-2024-004,4
PRJ-2024-004-SOV-13,"Testing, Adjusting & Balancing (TAB)",359800,23800,45600,69400,19.3,290400,PRJ-2024-004,4
PRJ-2024-004-SOV-14,Startup & Commissioning Support,324700,21400,46400,67800,20.9,256900,PRJ-2024-004,4
PRJ-2024-004-SOV-15,Closeout Documentation & Training,260600,15600,36400,52000,20.0,208600,PRJ-2024-004,4
PRJ-2024-004-SOV-01,General Conditions & Project Management,1139800,653900,153500,807400,70.8,332400,PRJ-2024-004,5
PRJ-2024-004-SOV-02,Submittals & Engineering,321000,185000,38900,223900,69.8,97100,PRJ-2024-004,5
PRJ-2024-004-SOV-03,Ductwork - Fabrication,1352200,599300,124000,723300,53.5,628900,PRJ-2024-004,5
PRJ-2024-004-SOV-04,Ductwork - Installation,1815600,789800,181200,971000,53.5,844600,PRJ-2024-004,5
PRJ-2024-004-SOV-05,Piping - Hydronic Systems,1341100,588100,128500,716600,53.4,624500,PRJ-2024-004,5
PRJ-2024-004-SOV-06,Piping - Refrigerant,978600,432500,105000,537500,54.9,441100,PRJ-2024-004,5
PRJ-2024-004-SOV-07,Equipment - RTUs/AHUs,2732100,1200600,260800,1461400,53.5,1270700,PRJ-2024-004,5
PRJ-2024-004-SOV-08,Equipment - Chillers/Boilers,1637000,714800,166100,880900,53.8,756100,PRJ-2024-004,5
PRJ-2024-004-SOV-09,Equipment - Terminal Units (VAV/FCU),996300,438300,96300,534600,53.7,461700,PRJ-2024-004,5
PRJ-2024-004-SOV-10,Controls - DDC/BAS Installation,1513000,494200,172500,666700,44.1,846300,PRJ-2024-004,5
PRJ-2024-004-SOV-11,Controls - Programming & Commissioning,743700,256300,85400,341700,45.9,402000,PRJ-2024-004,5
PRJ-2024-004-SOV-12,Insulation,824500,279400,91200,370600,44.9,453900,PRJ-2024-004,5
PRJ-2024-004-SOV-13,"Testing, Adjusting & Balancing (TAB)",359800,69400,53300,122700,34.1,237100,PRJ-2024-004,5
PRJ-2024-004-SOV-14,Startup & Commissioning Support,324700,67800,42300,110100,33.9,214600,PRJ-2024-004,5
PRJ-2024-004-SOV-15,Closeout Documentation & Training,260600,52000,34000,86000,33.0,174600,PRJ-2024-004,5
PRJ-2024-004-SOV-01,General Conditions & Project Management,1139800,807400,150300,957700,84.0,182100,PRJ-2024-004,6
PRJ-2024-004-SOV-02,Submittals & Engineering,321000,223900,46400,270300,84.2,50700,PRJ-2024-004,6
PRJ-2024-004-SOV-03,Ductwork - Fabrication,1352200,723300,132300,855600,63.3,496600,PRJ-2024-004,6
PRJ-2024-004-SOV-04,Ductwork - Installation,1815600,971000,196800,1167800,64.3,647800,PRJ-2024-004,6
PRJ-2024-004-SOV-05,Piping - Hydronic Systems,1341100,716600,137100,853700,63.7,487400,PRJ-2024-004,6
PRJ-2024-004-SOV-06,Piping - Refrigerant,978600,537500,88600,626100,64.0,352500,PRJ-2024-004,6
PRJ-2024-004-SOV-07,Equipment - RTUs/AHUs,2732100,1461400,278900,1740300,63.7,991800,PRJ-2024-004,6
PRJ-2024-004-SOV-08,Equipment - Chillers/Boilers,1637000,880900,172400,1053300,64.3,583700,PRJ-2024-004,6
PRJ-2024-004-SOV-09,Equipment - Terminal Units (VAV/FCU),996300,534600,100200,634800,63.7,361500,PRJ-2024-004,6
PRJ-2024-004-SOV-10,Controls - DDC/BAS Installation,1513000,666700,201000,867700,57.3,645300,PRJ-2024-004,6
PRJ-2024-004-SOV-11,Controls - Programming & Commissioning,743700,341700,76800,418500,56.3,325200,PRJ-2024-004,6
PRJ-2024-004-SOV-12,Insulation,824500,370600,98300,468900,56.9,355600,PRJ-2024-004,6
PRJ-2024-004-SOV-13,"Testing, Adjusting & Balancing (TAB)",359800,122700,52100,174800,48.6,185000,PRJ-2024-004,6
PRJ-2024-004-SOV-14,Startup & Commissioning Support,324700,110100,44400,154500,47.6,170200,PRJ-2024-004,6
PRJ-2024-004-SOV-15,Closeout Documentation & Training,260600,86000,40900,126900,48.7,133700,PRJ-2024-004,6
PRJ-2024-004-SOV-01,General Conditions & Project Management,1139800,957700,153500,1111200,97.5,28600,PRJ-2024-004,7
PRJ-2024-004-SOV-02,Submittals & Engineering,321000,270300,38200,308500,96.1,12500,PRJ-2024-004,7
PRJ-2024-004-SOV-03,Ductwork - Fabrication,1352200,855600,137600,993200,73.5,359000,PRJ-2024-004,7
PRJ-2024-004-SOV-04,Ductwork - Installation,1815600,1167800,171600,1339400,73.8,476200,PRJ-2024-004,7
PRJ-2024-004-SOV-05,Piping - Hydronic Systems,1341100,853700,149300,1003000,74.8,338100,PRJ-2024-004,7
PRJ-2024-004-SOV-06,Piping - Refrigerant,978600,626100,106400,732500,74.9,246100,PRJ-2024-004,7
PRJ-2024-004-SOV-07,Equipment - RTUs/AHUs,2732100,1740300,299900,2040200,74.7,691900,PRJ-2024-004,7
PRJ-2024-004-SOV-08,Equipment - Chillers/Boilers,1637000,1053300,153900,1207200,73.7,429800,PRJ-2024-004,7
PRJ-2024-004-SOV-09,Equipment - Terminal Units (VAV/FCU),996300,634800,100200,735000,73.8,261300,PRJ-2024-004,7
PRJ-2024-004-SOV-10,Controls - DDC/BAS Installation,1513000,867700,170000,1037700,68.6,475300,PRJ-2024-004,7
PRJ-2024-004-SOV-11,Controls - Programming & Commissioning,743700,418500,90600,509100,68.5,234600,PRJ-2024-004,7
PRJ-2024-004-SOV-12,Insulation,824500,468900,91500,560400,68.0,264100,PRJ-2024-004,7
PRJ-2024-004-SOV-13,"Testing, Adjusting & Balancing (TAB)",359800,174800,50300,225100,62.6,134700,PRJ-2024-004,7
PRJ-2024-004-SOV-14,Startup & Commissioning Support,324700,154500,47800,202300,62.3,122400,PRJ-2024-004,7
PRJ-2024-004-SOV-15,Closeout Documentation & Training,260600,126900,35100,162000,62.2,98600,PRJ-2024-004,7
PRJ-2024-004-SOV-01,General Conditions & Project Management,1139800,1111200,24700,1135900,99.7,3900,PRJ-2024-004,8
PRJ-2024-004-SOV-02,Submittals & Engineering,321000,308500,11800,320300,99.8,700,PRJ-2024-004,8
PRJ-2024-004-SOV-03,Ductwork - Fabrication,1352200,993200,138700,1131900,83.7,220300,PRJ-2024-004,8
PRJ-2024-004-SOV-04,Ductwork - Installation,1815600,1339400,196500,1535900,84.6,279700,PRJ-2024-004,8
PRJ-2024-004-SOV-05,Piping - Hydronic Systems,1341100,1003000,136900,1139900,85.0,201200,PRJ-2024-004,8
PRJ-2024-004-SOV-06,Piping - Refrigerant,978600,732500,86400,818900,83.7,159700,PRJ-2024-004,8
PRJ-2024-004-SOV-07,Equipment - RTUs/AHUs,2732100,2040200,278000,2318200,84.9,413900,PRJ-2024-004,8
PRJ-2024-004-SOV-08,Equipment - Chillers/Boilers,1637000,1207200,181500,1388700,84.8,248300,PRJ-2024-004,8
PRJ-2024-004-SOV-09,Equipment - Terminal Units (VAV/FCU),996300,735000,104300,839300,84.2,157000,PRJ-2024-004,8
PRJ-2024-004-SOV-10,Controls - DDC/BAS Installation,1513000,1037700,160800,1198500,79.2,314500,PRJ-2024-004,8
PRJ-2024-004-SOV-11,Controls - Programming & Commissioning,743700,509100,84300,593400,79.8,150300,PRJ-2024-004,8
PRJ-2024-004-SOV-12,Insulation,824500,560400,97000,657400,79.7,167100,PRJ-2024-004,8
PRJ-2024-004-SOV-13,"Testing, Adjusting & Balancing (TAB)",359800,225100,45200,270300,75.1,89500,PRJ-2024-004,8
PRJ-2024-004-SOV-14,Startup & Commissioning Support,324700,202300,41100,243400,75.0,81300,PRJ-2024-004,8
PRJ-2024-004-SOV-15,Closeout Documentation & Training,260600,162000,34500,196500,75.4,64100,PRJ-2024-004,8
PRJ-2024-004-SOV-01,General Conditions & Project Management,1139800,1135900,3600,1139500,100.0,300,PRJ-2024-004,9
PRJ-2024-004-SOV-02,Submittals & Engineering,321000,320300,600,320900,100.0,100,PRJ-2024-004,9
PRJ-2024-004-SOV-03,Ductwork - Fabrication,1352200,1131900,137800,1269700,93.9,82500,PRJ-2024-004,9
PRJ-2024-004-SOV-04,Ductwork - Installation,1815600,1535900,169800,1705700,93.9,109900,PRJ-2024-004,9
PRJ-2024-004-SOV-05,Piping - Hydronic Systems,1341100,1139900,118100,1258000,93.8,83100,PRJ-2024-004,9
PRJ-2024-004-SOV-06,Piping - Refrigerant,978600,818900,103200,922100,94.2,56500,PRJ-2024-004,9
PRJ-2024-004-SOV-07,Equipment - RTUs/AHUs,2732100,2318200,277200,2595400,95.0,136700,PRJ-2024-004,9
PRJ-2024-004-SOV-08,Equipment - Chillers/Boilers,1637000,1388700,144700,1533400,93.7,103600,PRJ-2024-004,9
PRJ-2024-004-SOV-09,Equipment - Terminal Units (VAV/FCU),996300,839300,102100,941400,94.5,54900,PRJ-2024-004,9
PRJ-2024-004-SOV-10,Controls - DDC/BAS Installation,1513000,1198500,178300,1376800,91.0,136200,PRJ-2024-004,9
PRJ-2024-004-SOV-11,Controls - Programming & Commissioning,743700,593400,82100,675500,90.8,68200,PRJ-2024-004,9
PRJ-2024-004-SOV-12,Insulation,824500,657400,86600,744000,90.2,80500,PRJ-2024-004,9
PRJ-2024-004-SOV-13,"Testing, Adjusting & Balancing (TAB)",359800,270300,51500,321800,89.4,38000,PRJ-2024-004,9
PRJ-2024-004-SOV-14,Startup & Commissioning Support,324700,243400,47600,291000,89.6,33700,PRJ-2024-004,9
PRJ-2024-004-SOV-15,Closeout Documentation & Training,260600,196500,37800,234300,89.9,26300,PRJ-2024-004,9
PRJ-2024-004-SOV-01,General Conditions & Project Management,1139800,1139500,300,1139800,100.0,0,PRJ-2024-004,10
PRJ-2024-004-SOV-02,Submittals & Engineering,321000,320900,100,321000,100.0,0,PRJ-2024-004,10
PRJ-2024-004-SOV-03,Ductwork - Fabrication,1352200,1269700,36400,1306100,96.6,46100,PRJ-2024-004,10
PRJ-2024-004-SOV-04,Ductwork - Installation,1815600,1705700,46100,1751800,96.5,63800,PRJ-2024-004,10
PRJ-2024-004-SOV-05,Piping - Hydronic Systems,1341100,1258000,37900,1295900,96.6,45200,PRJ-2024-004,10
PRJ-2024-004-SOV-06,Piping - Refrigerant,978600,922100,21600,943700,96.4,34900,PRJ-2024-004,10
PRJ-2024-004-SOV-07,Equipment - RTUs/AHUs,2732100,2595400,44900,2640300,96.6,91800,PRJ-2024-004,10
PRJ-2024-004-SOV-08,Equipment - Chillers/Boilers,1637000,1533400,45900,1579300,96.5,57700,PRJ-2024-004,10
PRJ-2024-004-SOV-09,Equipment - Terminal Units (VAV/FCU),996300,941400,19900,961300,96.5,35000,PRJ-2024-004,10
PRJ-2024-004-SOV-10,Controls - DDC/BAS Installation,1513000,1376800,39800,1416600,93.6,96400,PRJ-2024-004,10
PRJ-2024-004-SOV-11,Controls - Programming & Commissioning,743700,675500,20300,695800,93.6,47900,PRJ-2024-004,10
PRJ-2024-004-SOV-12,Insulation,824500,744000,27300,771300,93.5,53200,PRJ-2024-004,10
PRJ-2024-004-SOV-13,"Testing, Adjusting & Balancing (TAB)",359800,321800,13200,335000,93.1,24800,PRJ-2024-004,10
PRJ-2024-004-SOV-14,Startup & Commissioning Support,324700,291000,11600,302600,93.2,22100,PRJ-2024-004,10
PRJ-2024-004-SOV-15,Closeout Documentation & Training,260600,234300,8600,242900,93.2,17700,PRJ-2024-004,10
PRJ-2024-004-SOV-03,Ductwork - Fabrication,1352200,1306100,42600,1348700,99.7,3500,PRJ-2024-004,11
PRJ-2024-004-SOV-04,Ductwork - Installation,1815600,1751800,61700,1813500,99.9,2100,PRJ-2024-004,11
PRJ-2024-004-SOV-05,Piping - Hydronic Systems,1341100,1295900,38000,1333900,99.5,7200,PRJ-2024-004,11
PRJ-2024-004-SOV-06,Piping - Refrigerant,978600,943700,32400,976100,99.7,2500,PRJ-2024-004,11
PRJ-2024-004-SOV-07,Equipment - RTUs/AHUs,2732100,2640300,86600,2726900,99.8,5200,PRJ-2024-004,11
PRJ-2024-004-SOV-08,Equipment - Chillers/Boilers,1637000,1579300,52700,1632000,99.7,5000,PRJ-2024-004,11
PRJ-2024-004-SOV-09,Equipment - Terminal Units (VAV/FCU),996300,961300,29400,990700,99.4,5600,PRJ-2024-004,11
PRJ-2024-004-SOV-10,Controls - DDC/BAS Installation,1513000,1416600,54100,1470700,97.2,42300,PRJ-2024-004,11
PRJ-2024-004-SOV-11,Controls - Programming & Commissioning,743700,695800,29600,725400,97.5,18300,PRJ-2024-004,11
PRJ-2024-004-SOV-12,Insulation,824500,771300,31700,803000,97.4,21500,PRJ-2024-004,11
PRJ-2024-004-SOV-13,"Testing, Adjusting & Balancing (TAB)",359800,335000,17100,352100,97.9,7700,PRJ-2024-004,11
PRJ-2024-004-SOV-14,Startup & Commissioning Support,324700,302600,14200,316800,97.6,7900,PRJ-2024-004,11
PRJ-2024-004-SOV-15,Closeout Documentation & Training,260600,242900,12300,255200,97.9,5400,PRJ-2024-004,11
PRJ-2024-005-SOV-01,General Conditions & Project Management,942200,0,111800,111800,11.9,830400,PRJ-2024-005,2
PRJ-2024-005-SOV-02,Submittals & Engineering,480900,0,61800,61800,12.9,419100,PRJ-2024-005,2
PRJ-2024-005-SOV-03,Ductwork - Fabrication,1392000,0,132200,132200,9.5,1259800,PRJ-2024-005,2
PRJ-2024-005-SOV-04,Ductwork - Installation,1387100,0,123200,123200,8.9,1263900,PRJ-2024-005,2
PRJ-2024-005-SOV-05,Piping - Hydronic Systems,1377100,0,120500,120500,8.8,1256600,PRJ-2024-005,2
PRJ-2024-005-SOV-06,Piping - Refrigerant,926700,0,87100,87100,9.4,839600,PRJ-2024-005,2
PRJ-2024-005-SOV-07,Equipment - RTUs/AHUs,1669400,0,152000,152000,9.1,1517400,PRJ-2024-005,2
PRJ-2024-005-SOV-08,Equipment - Chillers/Boilers,1262400,0,124300,124300,9.8,1138100,PRJ-2024-005,2
PRJ-2024-005-SOV-09,Equipment - Terminal Units (VAV/FCU),927500,0,88400,88400,9.5,839100,PRJ-2024-005,2
PRJ-2024-005-SOV-01,General Conditions & Project Management,942200,111800,123600,235400,25.0,706800,PRJ-2024-005,3
PRJ-2024-005-SOV-02,Submittals & Engineering,480900,61800,54800,116600,24.2,364300,PRJ-2024-005,3
PRJ-2024-005-SOV-03,Ductwork - Fabrication,1392000,132200,136500,268700,19.3,1123300,PRJ-2024-005,3
PRJ-2024-005-SOV-04,Ductwork - Installation,1387100,123200,146300,269500,19.4,1117600,PRJ-2024-005,3
PRJ-2024-005-SOV-05,Piping - Hydronic Systems,1377100,120500,136400,256900,18.7,1120200,PRJ-2024-005,3
PRJ-2024-005-SOV-06,Piping - Refrigerant,926700,87100,85100,172200,18.6,754500,PRJ-2024-005,3
PRJ-2024-005-SOV-07,Equipment - RTUs/AHUs,1669400,152000,180100,332100,19.9,1337300,PRJ-2024-005,3
PRJ-2024-005-SOV-08,Equipment - Chillers/Boilers,1262400,124300,123600,247900,19.6,1014500,PRJ-2024-005,3
PRJ-2024-005-SOV-09,Equipment - Terminal Units (VAV/FCU),927500,88400,90600,179000,19.3,748500,PRJ-2024-005,3
