project_id,note_id,date,author,note_type,content,photos_attached,weather,temp_high,temp_low
PRJ-2024-005,55835246,2024-08-08,M. Chen,Inspection Note,Installed 120 diffusers on floor 1. Passed QC inspection. Inspections needed: none.,2,Rain,64,55
PRJ-2024-005,3705c221,2024-08-09,K. Thompson,Daily Report,TAB contractor on site - balancing exhaust system. Initial readings: flow low on 3 boxes. Adjustments: none required.,3,Rain,56,47
PRJ-2024-005,94daa0a9,2024-08-12,J. Martinez,Daily Report,Working in Zone 3 - 56% complete this zone. Remaining: final connections.,1,Clear,91,35
PRJ-2024-005,57f9835f,2024-08-13,R. Williams,Daily Report,"Crew arrived 0700. Weather: Hot, 95°F - heat protocol. 8 workers on site. Focus today: controls wiring. Inspection passed.",4,Cloudy,81,61
PRJ-2024-005,5e8ee112,2024-08-15,R. Williams,Inspection Note,Material issue encountered: sprinkler head conflicts with diffuser at B-7. Resolution: RFI submitted. Impact: schedule neutral.,4,Cold,89,56
PRJ-2024-005,e5f43fed,2024-08-16,M. Chen,Issue Log,TAB contractor on site - balancing VAV system floor 2. Initial readings: all zones balanced. Adjustments: VFD reprogramming.,2,Clear,99,42
PRJ-2024-005,241ec4cb,2024-08-19,J. Martinez,Safety Log,Installed 38 LF of duct on floor 5. Passed QC inspection. Inspections needed: rough-in Friday.,1,Cold,96,64
PRJ-2024-005,190b297c,2024-08-20,K. Thompson,Safety Log,Received delivery of sheet metal - 121 units. Matched PO. Staged at laydown area A.,1,Cold,61,55
PRJ-2024-005,07b12c5d,2024-08-21,J. Martinez,Safety Log,Safety meeting held at start of shift - topic: PPE requirements. All PPE verified. Continued ductwork installation per plan.,3,Rain,73,56
PRJ-2024-005,56331827,2024-08-22,J. Martinez,Daily Report,Met with fire protection foreman re: coordination. Resolved duct routing conflict. Action items: HVAC to relocate diffuser 6 inches east,1,Clear,93,36
PRJ-2024-005,f5ea948f,2024-08-23,K. Thompson,Coordination Note,Safety meeting held at start of shift - topic: confined space entry. All PPE verified. Completed piping pressure test - passed.,2,Hot,100,37
PRJ-2024-005,6fd650b4,2024-08-26,M. Chen,Issue Log,Met with drywall foreman re: coordination. Scheduled joint walkthrough Friday. Action items: FP to adjust sprinkler head locations,4,Cloudy,98,35
PRJ-2024-005,9f8c3956,2024-08-27,M. Chen,Inspection Note,Coordination conflict encountered: wrong size fittings delivered. Resolution: RFI submitted. Impact: none.,0,Cold,72,64
PRJ-2024-005,97cb073b,2024-08-28,M. Chen,Inspection Note,Received delivery of insulation - 182 units. Matched PO. Staged at floor 3 staging.,0,Cold,60,51
PRJ-2024-005,6178255a,2024-08-29,K. Thompson,Safety Log,"GC weekly meeting - discussed schedule recovery, material lead times, inspections. Schedule status: critical - recovery plan in place. RFIs pending: 14.",4,Cloudy,89,46
PRJ-2024-005,f734f8b1,2024-09-02,K. Thompson,Daily Report,Equipment startup for FCU bank west. Delayed - controls not ready. Punch list items: damper actuator adjustment.,3,Rain,74,44
PRJ-2024-005,bb6a62b8,2024-09-03,M. Chen,Daily Report,Working in Zone 3 - 52% complete this zone. Remaining: insulation and startup.,2,Clear,83,71
PRJ-2024-005,05566772,2024-09-09,R. Williams,Daily Report,Met with drywall foreman re: coordination. Agreed on sequence for ceiling close-in. Action items: Awaiting revised drawings,4,Rain,78,56
PRJ-2024-005,a9c90043,2024-09-10,K. Thompson,Coordination Note,Safety meeting held at start of shift - topic: lockout/tagout. All PPE verified. Completed piping pressure test - passed.,5,Rain,100,38
PRJ-2024-005,c49aea9d,2024-09-11,K. Thompson,Daily Report,"Crew arrived 0700. Weather: Partly cloudy, 65°F. 4 workers on site. Focus today: equipment rigging. Behind schedule due to material delay.",2,Cold,97,48
PRJ-2024-005,61d0310e,2024-09-13,R. Williams,Coordination Note,Working in penthouse - 46% complete this zone. Remaining: insulation and startup.,2,Hot,94,47
PRJ-2024-005,7b952658,2024-09-16,K. Thompson,Daily Report,Met with plumbing foreman re: coordination. Resolved duct routing conflict. Action items: Awaiting revised drawings,0,Cloudy,70,66
PRJ-2024-005,e8bbf938,2024-09-17,R. Williams,Daily Report,Received delivery of RTU - 156 units. Short 2 boxes - claim filed. Staged at floor 3 staging.,0,Cold,90,68
PRJ-2024-005,6cdf525b,2024-09-19,M. Chen,Coordination Note,Design discrepancy encountered: ceiling access restricted by other trade. Resolution: Workaround implemented. Impact: none.,5,Rain,60,46
PRJ-2024-005,d0c2e6ea,2024-09-24,K. Thompson,Safety Log,Working in mechanical room - 76% complete this zone. Remaining: diffusers and connections.,0,Clear,62,46
PRJ-2024-005,272a6507,2024-09-25,M. Chen,Coordination Note,TAB contractor on site - balancing VAV system floor 2. Initial readings: all zones balanced. Adjustments: damper repositioning.,1,Hot,85,63
PRJ-2024-005,3159b04f,2024-09-26,M. Chen,Coordination Note,Installed 39 diffusers on floor 8. Minor punch items noted. Inspections needed: none.,2,Cloudy,58,60
PRJ-2024-005,cdb0bad8,2024-09-30,M. Chen,Inspection Note,Working in basement - 75% complete this zone. Remaining: final connections.,2,Cloudy,61,36
PRJ-2024-005,b5270c0d,2024-10-01,J. Martinez,Issue Log,Installed 135 LF of duct on floor 4. Rework required grid C-4. Inspections needed: rough-in Friday.,3,Rain,96,44
PRJ-2024-005,9aa3e9d1,2024-10-03,J. Martinez,Inspection Note,Access issue encountered: ceiling access restricted by other trade. Resolution: RFI submitted. Impact: schedule neutral.,4,Rain,92,40
PRJ-2024-005,797952d7,2024-10-04,R. Williams,Daily Report,TAB contractor on site - balancing FCU loop. Initial readings: flow low on 3 boxes. Adjustments: none required.,3,Rain,58,38
PRJ-2024-005,dfe181ab,2024-10-07,K. Thompson,Safety Log,Met with electrical foreman re: coordination. Scheduled joint walkthrough Friday. Action items: HVAC to relocate diffuser 6 inches east,4,Cloudy,61,38
PRJ-2024-005,8987f748,2024-10-08,R. Williams,Safety Log,Received delivery of VAV boxes - 35 units. Matched PO. Staged at laydown area A.,4,Clear,74,53
PRJ-2024-005,f13334c5,2024-10-10,J. Martinez,Inspection Note,Safety meeting held at start of shift - topic: fall protection. All PPE verified. Ran refrigerant lines to condensers.,0,Hot,95,62
PRJ-2024-005,62423e20,2024-10-14,J. Martinez,Daily Report,Received delivery of insulation - 117 units. Short 2 boxes - claim filed. Staged at loading dock.,1,Rain,76,40
PRJ-2024-005,79fff2c4,2024-10-17,R. Williams,Safety Log,TAB contractor on site - balancing FCU loop. Initial readings: CFM within 5% of design. Adjustments: sheave change AHU.,0,Cloudy,76,54
PRJ-2024-005,ada8f8a2,2024-10-18,K. Thompson,Issue Log,Design discrepancy encountered: wrong size fittings delivered. Resolution: Awaiting engineer response. Impact: 1 day delay.,0,Hot,87,36
PRJ-2024-005,d9bfdd25,2024-10-21,J. Martinez,Issue Log,TAB contractor on site - balancing VAV system floor 2. Initial readings: static pressure high. Adjustments: none required.,2,Hot,56,49
PRJ-2024-005,dc1ba45b,2024-10-23,R. Williams,Issue Log,Met with electrical foreman re: coordination. Agreed on sequence for ceiling close-in. Action items: FP to adjust sprinkler head locations,5,Cloudy,78,35
PRJ-2024-005,aed518eb,2024-10-25,M. Chen,Inspection Note,Safety meeting held at start of shift - topic: ladder safety. All PPE verified. Completed piping pressure test - passed.,1,Cloudy,83,59
PRJ-2024-005,e47f4fff,2024-10-31,R. Williams,Safety Log,Equipment startup for Chiller. Delayed - controls not ready. Punch list items: sensor calibration.,0,Clear,88,56
PRJ-2024-005,3acecb97,2024-11-01,J. Martinez,Issue Log,Received delivery of VAV boxes - 180 units. All accounted for. Staged at mechanical room.,1,Clear,87,50
PRJ-2024-005,72f020e2,2024-11-05,K. Thompson,Daily Report,Working in Zone 3 - 78% complete this zone. Remaining: controls terminations.,1,Cold,87,39
PRJ-2024-005,2fcae8d9,2024-11-07,M. Chen,Safety Log,Met with drywall foreman re: coordination. Resolved duct routing conflict. Action items: FP to adjust sprinkler head locations,1,Rain,75,71
PRJ-2024-005,9403cd9a,2024-11-08,R. Williams,Daily Report,Access issue encountered: ceiling access restricted by other trade. Resolution: Resolved on site with GC. Impact: schedule neutral.,0,Cold,72,53
PRJ-2024-005,9a19d28d,2024-11-11,R. Williams,Daily Report,"GC weekly meeting - discussed safety incident review, upcoming inspections, manpower. Schedule status: critical - recovery plan in place. RFIs pending: 11.",1,Cold,81,38
PRJ-2024-005,f1b8017e,2024-11-12,K. Thompson,Issue Log,Received delivery of insulation - 51 units. Short 2 boxes - claim filed. Staged at floor 3 staging.,0,Hot,61,38
PRJ-2024-005,91716383,2024-11-14,R. Williams,Issue Log,"Safety meeting held at start of shift - topic: PPE requirements. All PPE verified. Set 3 VAV boxes, awaiting controls.",2,Cloudy,74,41
PRJ-2024-005,370eba49,2024-11-15,K. Thompson,Safety Log,Installed 188 VAV boxes on floor 7. Minor punch items noted. Inspections needed: rough-in Friday.,4,Cold,70,56
PRJ-2024-005,e5980b1e,2024-11-18,K. Thompson,Safety Log,Received delivery of RTU - 155 units. Short 2 boxes - claim filed. Staged at mechanical room.,1,Rain,85,60
PRJ-2024-005,b9da7a68,2024-11-19,R. Williams,Safety Log,Equipment startup for AHU-2. Delayed - controls not ready. Punch list items: 3 minor items.,0,Cloudy,98,51
PRJ-2024-005,e6a403e2,2024-11-20,R. Williams,Coordination Note,Working in penthouse - 72% complete this zone. Remaining: controls terminations.,0,Clear,100,49
PRJ-2024-005,d91d7f6b,2024-11-25,R. Williams,Issue Log,TAB contractor on site - balancing AHU-1 supply. Initial readings: static pressure high. Adjustments: none required.,1,Hot,68,60
PRJ-2024-005,b54e4ca5,2024-11-28,R. Williams,Safety Log,Met with drywall foreman re: coordination. Scheduled joint walkthrough Friday. Action items: HVAC to relocate diffuser 6 inches east,5,Clear,62,63
PRJ-2024-005,87aa22dd,2024-12-02,R. Williams,Safety Log,Working in Zone 3 - 93% complete this zone. Remaining: insulation and startup.,0,Cold,61,74
PRJ-2024-005,661f48c2,2024-12-03,R. Williams,Safety Log,TAB contractor on site - balancing VAV system floor 2. Initial readings: CFM within 5% of design. Adjustments: none required.,2,Hot,97,44
PRJ-2024-005,79033893,2024-12-04,M. Chen,Issue Log,Met with drywall foreman re: coordination. Agreed on sequence for ceiling close-in. Action items: FP to adjust sprinkler head locations,3,Hot,74,67
PRJ-2024-005,fa25fa45,2024-12-05,R. Williams,Inspection Note,Received delivery of VAV boxes - 119 units. Matched PO. Staged at laydown area A.,2,Clear,62,66
PRJ-2024-005,c5280798,2024-12-06,M. Chen,Safety Log,TAB contractor on site - balancing exhaust system. Initial readings: all zones balanced. Adjustments: VFD reprogramming.,5,Cloudy,92,45
PRJ-2024-005,9be24b27,2024-12-09,J. Martinez,Inspection Note,Equipment startup for FCU bank west. Delayed - controls not ready. Punch list items: damper actuator adjustment.,0,Clear,91,48
PRJ-2024-005,70997b2f,2024-12-10,K. Thompson,Issue Log,Material issue encountered: field conditions don't match drawings. Resolution: Resolved on site with GC. Impact: cost impact TBD.,5,Clear,96,70
PRJ-2024-005,8612bcb9,2024-12-11,M. Chen,Inspection Note,Safety meeting held at start of shift - topic: PPE requirements. All PPE verified. Continued ductwork installation per plan.,1,Clear,90,50
PRJ-2024-005,9513ec6b,2024-12-12,R. Williams,Safety Log,Material issue encountered: field conditions don't match drawings. Resolution: RFI submitted. Impact: 1 day delay.,1,Clear,59,67
PRJ-2024-005,bb578a2a,2024-12-13,K. Thompson,Safety Log,Received delivery of RTU - 120 units. Short 2 boxes - claim filed. Staged at mechanical room.,4,Cloudy,74,66
PRJ-2024-005,aec9dc1f,2024-12-16,M. Chen,Daily Report,TAB contractor on site - balancing FCU loop. Initial readings: CFM within 5% of design. Adjustments: none required.,4,Cold,68,52
PRJ-2024-005,8ddbed63,2024-12-17,R. Williams,Inspection Note,TAB contractor on site - balancing exhaust system. Initial readings: flow low on 3 boxes. Adjustments: damper repositioning.,3,Rain,99,61
PRJ-2024-005,a0764517,2024-12-18,M. Chen,Safety Log,"GC weekly meeting - discussed schedule recovery, material lead times, inspections. Schedule status: on track. RFIs pending: 12.",4,Rain,63,60
PRJ-2024-005,f55f345c,2024-12-20,J. Martinez,Coordination Note,Met with electrical foreman re: coordination. Scheduled joint walkthrough Friday. Action items: HVAC to relocate diffuser 6 inches east,0,Rain,91,46
PRJ-2024-005,daae2891,2024-12-23,J. Martinez,Inspection Note,Equipment startup for FCU bank west. Delayed - controls not ready. Punch list items: none.,2,Rain,68,52
PRJ-2024-005,4768010f,2024-12-24,J. Martinez,Issue Log,Safety meeting held at start of shift - topic: PPE requirements. All PPE verified. Ran refrigerant lines to condensers.,0,Cold,94,60
PRJ-2024-005,527f30f2,2024-12-25,J. Martinez,Safety Log,Installed 129 diffusers on floor 6. Rework required grid C-4. Inspections needed: none.,1,Cold,73,69
PRJ-2024-005,787f5cb3,2024-12-26,M. Chen,Issue Log,"GC weekly meeting - discussed schedule recovery, material lead times, inspections. Schedule status: on track. RFIs pending: 14.",1,Hot,67,53
PRJ-2024-005,c508df1c,2024-12-27,R. Williams,Inspection Note,TAB contractor on site - balancing FCU loop. Initial readings: all zones balanced. Adjustments: VFD reprogramming.,5,Hot,64,67
PRJ-2024-005,fd03e45c,2024-12-30,K. Thompson,Issue Log,Working in Zone 3 - 73% complete this zone. Remaining: diffusers and connections.,1,Cloudy,87,54
PRJ-2024-005,634a9bc8,2024-12-31,M. Chen,Safety Log,"GC weekly meeting - discussed change orders, RFI backlog, coordination. Schedule status: critical - recovery plan in place. RFIs pending: 11.",5,Cold,90,52
PRJ-2024-005,86f2680a,2025-01-01,M. Chen,Inspection Note,TAB contractor on site - balancing VAV system floor 2. Initial readings: CFM within 5% of design. Adjustments: VFD reprogramming.,0,Cloudy,90,65
PRJ-2024-005,70c5b2b2,2025-01-02,J. Martinez,Daily Report,Installed 22 VAV boxes on floor 3. Minor punch items noted. Inspections needed: pressure test Monday.,2,Rain,75,42
PRJ-2024-005,7dd457bc,2025-01-06,J. Martinez,Coordination Note,Access issue encountered: wrong size fittings delivered. Resolution: Workaround implemented. Impact: cost impact TBD.,5,Clear,83,38
PRJ-2024-005,0af66435,2025-01-07,J. Martinez,Safety Log,Installed 37 VAV boxes on floor 5. Minor punch items noted. Inspections needed: none.,4,Clear,64,54
PRJ-2024-005,b5b1f2c5,2025-01-10,J. Martinez,Issue Log,Equipment startup for RTU-1. Delayed - controls not ready. Punch list items: sensor calibration.,4,Hot,69,47
PRJ-2024-005,b1ee6afe,2025-01-13,R. Williams,Issue Log,Received delivery of sheet metal - 144 units. Short 2 boxes - claim filed. Staged at loading dock.,3,Clear,76,36
PRJ-2024-005,9a1b52d5,2025-01-15,J. Martinez,Safety Log,Met with electrical foreman re: coordination. Resolved duct routing conflict. Action items: Awaiting revised drawings,3,Clear,58,67
PRJ-2024-005,527dcded,2025-01-16,K. Thompson,Safety Log,Installed 121 pipe hangers on floor 2. Passed QC inspection. Inspections needed: rough-in Friday.,3,Clear,100,50
PRJ-2024-005,0262522f,2025-01-21,R. Williams,Issue Log,Equipment startup for FCU bank west. Successful - all parameters normal. Punch list items: none.,3,Hot,67,44
PRJ-2024-005,cd49e45a,2025-01-22,R. Williams,Safety Log,"GC weekly meeting - discussed change orders, RFI backlog, coordination. Schedule status: critical - recovery plan in place. RFIs pending: 2.",1,Cold,89,42
PRJ-2024-005,59978b85,2025-01-23,K. Thompson,Safety Log,"Safety meeting held at start of shift - topic: hot work permits. All PPE verified. Set 3 VAV boxes, awaiting controls.",2,Clear,95,61
PRJ-2024-005,a26cf8cc,2025-01-27,J. Martinez,Coordination Note,Installed 41 diffusers on floor 1. Passed QC inspection. Inspections needed: pressure test Monday.,2,Rain,70,56
PRJ-2024-005,bbcae984,2025-01-28,M. Chen,Inspection Note,"GC weekly meeting - discussed safety incident review, upcoming inspections, manpower. Schedule status: critical - recovery plan in place. RFIs pending: 5.",3,Cold,88,54
PRJ-2024-005,d5a30be1,2025-01-29,J. Martinez,Inspection Note,TAB contractor on site - balancing VAV system floor 2. Initial readings: all zones balanced. Adjustments: sheave change AHU.,4,Clear,83,48
PRJ-2024-005,249e5e64,2025-01-30,J. Martinez,Safety Log,Safety meeting held at start of shift - topic: lockout/tagout. All PPE verified. Ran refrigerant lines to condensers.,4,Rain,91,44
PRJ-2024-005,e90ae859,2025-01-31,K. Thompson,Safety Log,Safety meeting held at start of shift - topic: confined space entry. All PPE verified. Ran refrigerant lines to condensers.,3,Rain,59,74
PRJ-2024-005,ba886411,2025-02-04,R. Williams,Coordination Note,Coordination conflict encountered: wrong size fittings delivered. Resolution: Awaiting engineer response. Impact: cost impact TBD.,5,Cloudy,68,37
PRJ-2024-005,0d0c9e5a,2025-02-06,J. Martinez,Issue Log,"GC weekly meeting - discussed safety incident review, upcoming inspections, manpower. Schedule status: on track. RFIs pending: 15.",3,Cloudy,74,45
PRJ-2024-005,8a4ac7d2,2025-02-10,R. Williams,Coordination Note,Working in basement - 58% complete this zone. Remaining: controls terminations.,5,Clear,75,67
PRJ-2024-005,1f9e7e65,2025-02-11,M. Chen,Coordination Note,Met with fire protection foreman re: coordination. Resolved duct routing conflict. Action items: HVAC to relocate diffuser 6 inches east,4,Cold,66,75
PRJ-2024-005,f2a79535,2025-02-13,J. Martinez,Coordination Note,Working in penthouse - 75% complete this zone. Remaining: insulation and startup.,0,Rain,85,40
PRJ-2024-005,4d0dcadc,2025-02-17,M. Chen,Daily Report,Equipment startup for Boiler. Successful - all parameters normal. Punch list items: none.,0,Rain,57,66
PRJ-2024-005,283123e3,2025-02-18,R. Williams,Daily Report,"Crew arrived 0630. Weather: Hot, 95°F - heat protocol. 11 workers on site. Focus today: startup AHU-2. Good progress.",4,Hot,73,45
PRJ-2024-005,11b1ed3d,2025-02-19,M. Chen,Coordination Note,Equipment startup for RTU-1. Delayed - controls not ready. Punch list items: damper actuator adjustment.,5,Rain,55,65
PRJ-2024-005,6b37d99e,2025-02-20,K. Thompson,Inspection Note,Access issue encountered: field conditions don't match drawings. Resolution: Awaiting engineer response. Impact: cost impact TBD.,2,Clear,96,56
PRJ-2024-005,f541449c,2025-02-21,K. Thompson,Coordination Note,Access issue encountered: sprinkler head conflicts with diffuser at B-7. Resolution: RFI submitted. Impact: none.,4,Cloudy,77,59
PRJ-2024-005,f96eaf07,2025-02-24,M. Chen,Coordination Note,"GC weekly meeting - discussed safety incident review, upcoming inspections, manpower. Schedule status: ahead 2 days. RFIs pending: 13.",3,Clear,92,42
PRJ-2024-005,044762f7,2025-02-27,M. Chen,Daily Report,Met with electrical foreman re: coordination. Resolved duct routing conflict. Action items: FP to adjust sprinkler head locations,3,Cloudy,75,51
PRJ-2024-005,12972aae,2025-03-03,J. Martinez,Daily Report,Installed 22 VAV boxes on floor 5. Rework required grid C-4. Inspections needed: rough-in Friday.,5,Rain,83,66
PRJ-2024-005,759e9307,2025-03-04,M. Chen,Safety Log,Received delivery of insulation - 52 units. All accounted for. Staged at laydown area A.,0,Clear,88,36
PRJ-2024-005,13002606,2025-03-06,R. Williams,Inspection Note,"GC weekly meeting - discussed schedule recovery, material lead times, inspections. Schedule status: ahead 2 days. RFIs pending: 12.",5,Hot,65,51
PRJ-2024-005,1fa95d8d,2025-03-07,R. Williams,Daily Report,Received delivery of sheet metal - 181 units. All accounted for. Staged at loading dock.,5,Rain,92,72
PRJ-2024-005,cd0f4098,2025-03-10,M. Chen,Daily Report,Working in penthouse - 83% complete this zone. Remaining: insulation and startup.,0,Cloudy,95,52
PRJ-2024-005,cb434835,2025-03-11,R. Williams,Daily Report,"Crew arrived 0630. Weather: Clear, 72°F. 16 workers on site. Focus today: equipment rigging. Behind schedule due to material delay.",0,Clear,95,41
PRJ-2024-005,6fe79c73,2025-03-13,K. Thompson,Inspection Note,Working in Zone 3 - 52% complete this zone. Remaining: final connections.,1,Clear,90,68
PRJ-2024-005,d83b3216,2025-03-14,J. Martinez,Daily Report,TAB contractor on site - balancing exhaust system. Initial readings: static pressure high. Adjustments: damper repositioning.,3,Rain,58,72
PRJ-2024-005,8b906a94,2025-03-17,R. Williams,Inspection Note,"Crew arrived 0700. Weather: Hot, 95°F - heat protocol. 9 workers on site. Focus today: controls wiring. Behind schedule due to material delay.",3,Clear,65,46
PRJ-2024-005,a459553b,2025-03-19,J. Martinez,Daily Report,Met with plumbing foreman re: coordination. Resolved duct routing conflict. Action items: FP to adjust sprinkler head locations,4,Hot,88,61
PRJ-2024-005,8563865a,2025-03-20,R. Williams,Coordination Note,Met with electrical foreman re: coordination. Resolved duct routing conflict. Action items: HVAC to relocate diffuser 6 inches east,5,Rain,74,50
PRJ-2024-005,2ce9722e,2025-03-21,R. Williams,Inspection Note,Installed 179 VAV boxes on floor 1. Passed QC inspection. Inspections needed: none.,2,Hot,80,53
PRJ-2024-005,d80f4659,2025-03-24,M. Chen,Issue Log,Installed 105 LF of duct on floor 2. Rework required grid C-4. Inspections needed: none.,0,Clear,71,55
PRJ-2024-005,ee66ba75,2025-03-27,J. Martinez,Safety Log,TAB contractor on site - balancing FCU loop. Initial readings: static pressure high. Adjustments: sheave change AHU.,0,Clear,64,70
PRJ-2024-005,fd508279,2025-03-31,M. Chen,Inspection Note,Installed 43 LF of duct on floor 4. Passed QC inspection. Inspections needed: pressure test Monday.,2,Hot,62,54
PRJ-2024-005,b9989d45,2025-04-01,K. Thompson,Daily Report,Received delivery of insulation - 16 units. Matched PO. Staged at loading dock.,3,Cloudy,70,67
PRJ-2024-005,b5c2413c,2025-04-02,K. Thompson,Coordination Note,Material issue encountered: field conditions don't match drawings. Resolution: Resolved on site with GC. Impact: none.,0,Clear,88,70
PRJ-2024-005,0b11c3bd,2025-04-03,R. Williams,Coordination Note,"GC weekly meeting - discussed schedule recovery, material lead times, inspections. Schedule status: critical - recovery plan in place. RFIs pending: 8.",4,Cloudy,73,41
PRJ-2024-005,850a1cff,2025-04-07,J. Martinez,Coordination Note,Working in basement - 47% complete this zone. Remaining: controls terminations.,2,Rain,60,71
PRJ-2024-005,7d8ff314,2025-04-09,K. Thompson,Coordination Note,Working in basement - 45% complete this zone. Remaining: controls terminations.,0,Rain,76,38
PRJ-2024-005,3e80d6a7,2025-04-11,J. Martinez,Issue Log,"Crew arrived 0600. Weather: Clear, 72°F. 7 workers on site. Focus today: ductwork installation Floor 3. Coordination issues with electrical - resolved on site.",5,Hot,61,75
PRJ-2024-005,c301f2c9,2025-04-14,R. Williams,Safety Log,Design discrepancy encountered: ceiling access restricted by other trade. Resolution: Workaround implemented. Impact: 1 day delay.,4,Rain,65,52
PRJ-2024-005,9236ead1,2025-04-15,M. Chen,Safety Log,Received delivery of RTU - 99 units. All accounted for. Staged at laydown area A.,3,Cold,71,54
PRJ-2024-005,49792857,2025-04-16,K. Thompson,Inspection Note,Equipment startup for Boiler. Minor vibration issue - balancing tomorrow. Punch list items: none.,3,Hot,90,57
PRJ-2024-005,2107aa3d,2025-04-18,J. Martinez,Daily Report,TAB contractor on site - balancing VAV system floor 2. Initial readings: all zones balanced. Adjustments: sheave change AHU.,4,Cold,88,49
PRJ-2024-005,021dafc1,2025-04-21,J. Martinez,Issue Log,Installed 132 LF of duct on floor 3. Minor punch items noted. Inspections needed: rough-in Friday.,5,Cold,55,35
PRJ-2024-005,65105b1a,2025-04-23,K. Thompson,Safety Log,Coordination conflict encountered: sprinkler head conflicts with diffuser at B-7. Resolution: Resolved on site with GC. Impact: 1 day delay.,4,Cloudy,76,61
PRJ-2024-005,9a064289,2025-04-24,J. Martinez,Coordination Note,Installed 190 LF of duct on floor 6. Rework required grid C-4. Inspections needed: pressure test Monday.,0,Clear,64,62
PRJ-2024-005,423842eb,2025-04-25,R. Williams,Issue Log,TAB contractor on site - balancing FCU loop. Initial readings: flow low on 3 boxes. Adjustments: damper repositioning.,4,Clear,67,53
PRJ-2024-005,c58189cb,2025-04-30,K. Thompson,Issue Log,"GC weekly meeting - discussed change orders, RFI backlog, coordination. Schedule status: ahead 2 days. RFIs pending: 8.",5,Cloudy,59,54
PRJ-2024-005,c3d0b3df,2025-05-01,K. Thompson,Daily Report,TAB contractor on site - balancing AHU-1 supply. Initial readings: static pressure high. Adjustments: none required.,0,Rain,95,39
PRJ-2024-005,3b65acd8,2025-05-02,R. Williams,Daily Report,"Crew arrived 0630. Weather: Partly cloudy, 65°F. 12 workers on site. Focus today: hanging VAV boxes wing B. Waiting on RFI response to proceed.",0,Clear,73,73
PRJ-2024-005,c2db25f9,2025-05-05,M. Chen,Issue Log,"GC weekly meeting - discussed schedule recovery, material lead times, inspections. Schedule status: on track. RFIs pending: 13.",3,Hot,72,71
PRJ-2024-005,25178c60,2025-05-06,R. Williams,Issue Log,TAB contractor on site - balancing AHU-1 supply. Initial readings: static pressure high. Adjustments: sheave change AHU.,1,Cold,72,46
PRJ-2024-005,fe38c5ad,2025-05-08,K. Thompson,Daily Report,Met with plumbing foreman re: coordination. Scheduled joint walkthrough Friday. Action items: HVAC to relocate diffuser 6 inches east,0,Hot,57,58
PRJ-2024-005,d350026b,2025-05-09,R. Williams,Coordination Note,Coordination conflict encountered: field conditions don't match drawings. Resolution: Resolved on site with GC. Impact: schedule neutral.,1,Cloudy,81,73
PRJ-2024-005,fc7a25ba,2025-05-12,J. Martinez,Inspection Note,Received delivery of copper piping - 170 units. Matched PO. Staged at loading dock.,2,Rain,94,72
PRJ-2024-005,5699b662,2025-05-13,M. Chen,Inspection Note,Safety meeting held at start of shift - topic: fall protection. All PPE verified. Continued ductwork installation per plan.,1,Clear,62,44
PRJ-2024-005,62b22b0b,2025-05-15,R. Williams,Coordination Note,Installed 57 diffusers on floor 2. Rework required grid C-4. Inspections needed: pressure test Monday.,1,Clear,89,35
PRJ-2024-005,71e857a9,2025-05-16,M. Chen,Issue Log,Safety meeting held at start of shift - topic: ladder safety. All PPE verified. Completed piping pressure test - passed.,2,Cloudy,94,59
PRJ-2024-005,6fa02599,2025-05-19,J. Martinez,Daily Report,Met with electrical foreman re: coordination. Resolved duct routing conflict. Action items: HVAC to relocate diffuser 6 inches east,1,Rain,56,41
PRJ-2024-005,f78c212d,2025-05-20,K. Thompson,Issue Log,Material issue encountered: field conditions don't match drawings. Resolution: Resolved on site with GC. Impact: 1 day delay.,3,Cloudy,92,73
PRJ-2024-005,66b2b559,2025-05-21,K. Thompson,Inspection Note,Working in basement - 90% complete this zone. Remaining: final connections.,3,Cloudy,56,60
PRJ-2024-005,11b89cae,2025-05-23,J. Martinez,Inspection Note,Equipment startup for Boiler. Delayed - controls not ready. Punch list items: 3 minor items.,0,Clear,96,36
PRJ-2024-005,db108f55,2025-05-28,R. Williams,Inspection Note,Working in Zone 3 - 90% complete this zone. Remaining: controls terminations.,0,Clear,59,57
PRJ-2024-005,36549db5,2025-05-30,J. Martinez,Inspection Note,Working in floors 4-6 - 88% complete this zone. Remaining: insulation and startup.,1,Clear,80,66
PRJ-2024-005,dc6ad049,2025-06-03,R. Williams,Daily Report,"Safety meeting held at start of shift - topic: confined space entry. All PPE verified. Set 3 VAV boxes, awaiting controls.",2,Cold,55,65
PRJ-2024-005,cd6a4bec,2025-06-06,K. Thompson,Coordination Note,Installed 105 pipe hangers on floor 3. Rework required grid C-4. Inspections needed: pressure test Monday.,0,Cold,60,75
PRJ-2024-005,892388aa,2025-06-12,K. Thompson,Inspection Note,Material issue encountered: field conditions don't match drawings. Resolution: Workaround implemented. Impact: schedule neutral.,4,Clear,91,74
PRJ-2024-005,cd3ada3f,2025-06-16,K. Thompson,Inspection Note,Working in basement - 84% complete this zone. Remaining: diffusers and connections.,2,Cold,96,73
PRJ-2024-005,977a81f2,2025-06-17,K. Thompson,Inspection Note,Design discrepancy encountered: field conditions don't match drawings. Resolution: RFI submitted. Impact: cost impact TBD.,3,Hot,90,62
