project_id,log_id,date,employee_id,role,sov_line_id,hours_st,hours_ot,hourly_rate,burden_multiplier,work_area,cost_code
PRJ-2024-004,d2c3e150,2024-08-20,EMP-1608,Journeyman Sheet Metal,PRJ-2024-004-SOV-09,8,0,72.0,1.42,Floor 1,9
PRJ-2024-004,32ae7270,2024-08-20,EMP-7859,Journeyman Pipefitter,PRJ-2024-004-SOV-03,8,0,74.5,1.42,Floor 1,3
PRJ-2024-004,d0bb26d1,2024-08-20,EMP-1210,Insulator,PRJ-2024-004-SOV-07,8,0,58.0,1.4,Floor 1,7
PRJ-2024-004,f2186d38,2024-08-20,EMP-5864,Foreman,PRJ-2024-004-SOV-08,8,2,85.5,1.42,Floor 1,8
PRJ-2024-004,e5b667c0,2024-08-20,EMP-8715,Apprentice 2nd Year,PRJ-2024-004-SOV-03,8,0,38.0,1.38,Floor 1,3
PRJ-2024-004,3bc4dbb4,2024-08-20,EMP-7146,Apprentice 2nd Year,PRJ-2024-004-SOV-08,8,0,38.0,1.38,Floor 1,8
PRJ-2024-004,b4725a44,2024-08-20,EMP-3414,Journeyman Sheet Metal,PRJ-2024-004-SOV-08,4,0,72.0,1.42,Floor 1,8
PRJ-2024-004,8dffbf3e,2024-08-20,EMP-6704,Apprentice 2nd Year,PRJ-2024-004-SOV-03,8,0,38.0,1.38,Floor 1,3
PRJ-2024-004,03d7fe83,2024-08-20,EMP-5405,Apprentice 4th Year,PRJ-2024-004-SOV-01,8,0,52.0,1.38,Floor 1,1
PRJ-2024-004,df13b783,2024-08-21,EMP-8506,Journeyman Sheet Metal,PRJ-2024-004-SOV-12,8,4,72.0,1.42,Floor 1,12
PRJ-2024-004,e36aed37,2024-08-21,EMP-4831,Controls Technician,PRJ-2024-004-SOV-01,8,0,68.0,1.4,Floor 1,1
PRJ-2024-004,9fad8f18,2024-08-21,EMP-5644,Journeyman Pipefitter,PRJ-2024-004-SOV-09,8,0,74.5,1.42,Floor 1,9
PRJ-2024-004,0d95e1eb,2024-08-21,EMP-7998,Insulator,PRJ-2024-004-SOV-01,8,0,58.0,1.4,Floor 1,1
PRJ-2024-004,e954547f,2024-08-21,EMP-3981,Apprentice 4th Year,PRJ-2024-004-SOV-12,8,0,52.0,1.38,Floor 1,12
PRJ-2024-004,2914c235,2024-08-21,EMP-6959,Apprentice 2nd Year,PRJ-2024-004-SOV-01,8,0,38.0,1.38,Floor 1,1
PRJ-2024-004,ec8415f8,2024-08-21,EMP-4517,Helper/Laborer,PRJ-2024-004-SOV-10,8,0,32.0,1.35,Floor 1,10
PRJ-2024-004,78fe65f8,2024-08-21,EMP-9115,Foreman,PRJ-2024-004-SOV-09,8,0,85.5,1.42,Floor 1,9
PRJ-2024-004,86cb5218,2024-08-22,EMP-4466,Apprentice 2nd Year,PRJ-2024-004-SOV-09,8,0,38.0,1.38,Floor 1,9
PRJ-2024-004,195179c7,2024-08-22,EMP-3379,Apprentice 4th Year,PRJ-2024-004-SOV-12,8,0,52.0,1.38,Floor 1,12
PRJ-2024-004,573d35fc,2024-08-22,EMP-5857,Journeyman Sheet Metal,PRJ-2024-004-SOV-11,8,0,72.0,1.42,Floor 1,11
PRJ-2024-004,62eb05cf,2024-08-22,EMP-5042,Helper/Laborer,PRJ-2024-004-SOV-01,8,0,32.0,1.35,Floor 1,1
PRJ-2024-004,91a8dd7b,2024-08-22,EMP-8480,Controls Technician,PRJ-2024-004-SOV-09,8,2,68.0,1.4,Floor 1,9
PRJ-2024-004,ffdd420f,2024-08-22,EMP-4319,Insulator,PRJ-2024-004-SOV-11,8,0,58.0,1.4,Floor 1,11
PRJ-2024-004,6ac9588e,2024-08-22,EMP-6581,Journeyman Pipefitter,PRJ-2024-004-SOV-11,8,0,74.5,1.42,Floor 1,11
PRJ-2024-004,2605af06,2024-08-22,EMP-3990,Foreman,PRJ-2024-004-SOV-01,8,2,85.5,1.42,Floor 1,1
PRJ-2024-004,953850c6,2024-08-22,EMP-2992,Apprentice 2nd Year,PRJ-2024-004-SOV-12,8,0,38.0,1.38,Floor 1,12
PRJ-2024-004,fda19d92,2024-08-22,EMP-4046,Journeyman Pipefitter,PRJ-2024-004-SOV-09,8,0,74.5,1.42,Floor 1,9
PRJ-2024-004,226979c0,2024-08-22,EMP-5592,Journeyman Sheet Metal,PRJ-2024-004-SOV-10,8,0,72.0,1.42,Floor 1,10
PRJ-2024-004,76ab377f,2024-08-23,EMP-7664,Apprentice 2nd Year,PRJ-2024-004-SOV-10,8,0,38.0,1.38,Floor 1,10
PRJ-2024-004,28373449,2024-08-23,EMP-7747,Controls Technician,PRJ-2024-004-SOV-09,8,2,68.0,1.4,Floor 1,9
PRJ-2024-004,761b5f21,2024-08-23,EMP-9844,Helper/Laborer,PRJ-2024-004-SOV-01,8,4,32.0,1.35,Floor 1,1
PRJ-2024-004,ab683cf1,2024-08-23,EMP-5483,Foreman,PRJ-2024-004-SOV-10,8,0,85.5,1.42,Floor 1,10
PRJ-2024-004,8226fa05,2024-08-23,EMP-8647,Journeyman Pipefitter,PRJ-2024-004-SOV-11,8,0,74.5,1.42,Floor 1,11
PRJ-2024-004,3f69590f,2024-08-23,EMP-8639,Journeyman Sheet Metal,PRJ-2024-004-SOV-09,8,0,72.0,1.42,Floor 1,9
PRJ-2024-004,5af9db6a,2024-08-23,EMP-8185,Insulator,PRJ-2024-004-SOV-11,8,0,58.0,1.4,Floor 1,11
PRJ-2024-004,b63b6805,2024-08-23,EMP-4573,Apprentice 4th Year,PRJ-2024-004-SOV-09,8,0,52.0,1.38,Floor 1,9
PRJ-2024-004,d6cc9f7b,2024-08-23,EMP-3062,Journeyman Pipefitter,PRJ-2024-004-SOV-11,8,0,74.5,1.42,Floor 1,11
PRJ-2024-004,8e98818b,2024-08-23,EMP-4295,Apprentice 2nd Year,PRJ-2024-004-SOV-09,8,0,38.0,1.38,Floor 1,9
PRJ-2024-004,a4ee5bb7,2024-08-26,EMP-9620,Apprentice 2nd Year,PRJ-2024-004-SOV-09,8,0,38.0,1.38,Floor 1,9
PRJ-2024-004,636359eb,2024-08-26,EMP-3861,Apprentice 4th Year,PRJ-2024-004-SOV-12,8,0,52.0,1.38,Floor 1,12
PRJ-2024-004,1c50520d,2024-08-26,EMP-9150,Foreman,PRJ-2024-004-SOV-09,8,0,85.5,1.42,Floor 1,9
PRJ-2024-004,63ed36f6,2024-08-26,EMP-5946,Controls Technician,PRJ-2024-004-SOV-12,8,0,68.0,1.4,Floor 1,12
PRJ-2024-004,c1bd4ca2,2024-08-26,EMP-3271,Helper/Laborer,PRJ-2024-004-SOV-01,8,0,32.0,1.35,Floor 1,1
PRJ-2024-004,497a37de,2024-08-26,EMP-1084,Insulator,PRJ-2024-004-SOV-12,4,0,58.0,1.4,Floor 1,12
PRJ-2024-004,e8446c8d,2024-08-26,EMP-4168,Journeyman Pipefitter,PRJ-2024-004-SOV-01,8,0,74.5,1.42,Floor 1,1
PRJ-2024-004,ec42b003,2024-08-26,EMP-2410,Journeyman Sheet Metal,PRJ-2024-004-SOV-01,8,0,72.0,1.42,Floor 1,1
PRJ-2024-004,55b04e37,2024-08-26,EMP-4224,Apprentice 4th Year,PRJ-2024-004-SOV-12,8,4,52.0,1.38,Floor 1,12
PRJ-2024-004,71669218,2024-08-26,EMP-6980,Journeyman Sheet Metal,PRJ-2024-004-SOV-01,8,0,72.0,1.42,Floor 1,1
PRJ-2024-004,fe9438a1,2024-08-26,EMP-7371,Journeyman Pipefitter,PRJ-2024-004-SOV-12,8,0,74.5,1.42,Floor 1,12
PRJ-2024-004,4be79c6e,2024-08-26,EMP-7478,Journeyman Sheet Metal,PRJ-2024-004-SOV-01,6,0,72.0,1.42,Floor 1,1
PRJ-2024-004,ed4dc21e,2024-08-27,EMP-4159,Apprentice 4th Year,PRJ-2024-004-SOV-10,8,4,52.0,1.38,Floor 1,10
PRJ-2024-004,9dd259e0,2024-08-27,EMP-8569,Helper/Laborer,PRJ-2024-004-SOV-12,8,0,32.0,1.35,Floor 1,12
PRJ-2024-004,9089166d,2024-08-27,EMP-4613,Journeyman Pipefitter,PRJ-2024-004-SOV-12,8,0,74.5,1.42,Floor 1,12
PRJ-2024-004,b80bc1ed,2024-08-27,EMP-4869,Journeyman Sheet Metal,PRJ-2024-004-SOV-12,8,0,72.0,1.42,Floor 1,12
PRJ-2024-004,c47a99fe,2024-08-27,EMP-3916,Foreman,PRJ-2024-004-SOV-09,8,2,85.5,1.42,Floor 1,9
PRJ-2024-004,0b369336,2024-08-27,EMP-6254,Controls Technician,PRJ-2024-004-SOV-09,8,2,68.0,1.4,Floor 1,9
PRJ-2024-004,dad1f18a,2024-08-27,EMP-7318,Insulator,PRJ-2024-004-SOV-11,8,0,58.0,1.4,Floor 1,11
PRJ-2024-004,96bcc5e1,2024-08-27,EMP-5567,Apprentice 2nd Year,PRJ-2024-004-SOV-01,8,0,38.0,1.38,Floor 1,1
PRJ-2024-004,ad62eed1,2024-08-27,EMP-1749,Apprentice 4th Year,PRJ-2024-004-SOV-09,8,0,52.0,1.38,Floor 1,9
PRJ-2024-004,f12f6c2d,2024-08-27,EMP-8132,Journeyman Sheet Metal,PRJ-2024-004-SOV-09,8,2,72.0,1.42,Floor 1,9
PRJ-2024-004,ed8b147b,2024-08-27,EMP-2760,Journeyman Pipefitter,PRJ-2024-004-SOV-12,8,0,74.5,1.42,Floor 1,12
PRJ-2024-004,3acb5a55,2024-08-27,EMP-4436,Apprentice 2nd Year,PRJ-2024-004-SOV-01,8,0,38.0,1.38,Floor 1,1
PRJ-2024-004,880d8c9a,2024-08-27,EMP-9057,Apprentice 2nd Year,PRJ-2024-004-SOV-11,8,0,38.0,1.38,Floor 1,11
PRJ-2024-004,4c56d398,2024-08-27,EMP-6828,Apprentice 2nd Year,PRJ-2024-004-SOV-01,8,4,38.0,1.38,Floor 1,1
PRJ-2024-004,3b9d0efd,2024-08-27,EMP-3398,Apprentice 4th Year,PRJ-2024-004-SOV-09,8,0,52.0,1.38,Floor 1,9
PRJ-2024-004,7c1a57e5,2024-08-28,EMP-6677,Apprentice 4th Year,PRJ-2024-004-SOV-12,8,4,52.0,1.38,Floor 1,12
PRJ-2024-004,71f42101,2024-08-28,EMP-6732,Apprentice 2nd Year,PRJ-2024-004-SOV-01,8,0,38.0,1.38,Floor 1,1
PRJ-2024-004,ed0c93d2,2024-08-28,EMP-6219,Journeyman Sheet Metal,PRJ-2024-004-SOV-09,8,4,72.0,1.42,Floor 1,9
PRJ-2024-004,525f36d9,2024-08-28,EMP-7271,Insulator,PRJ-2024-004-SOV-01,8,0,58.0,1.4,Floor 1,1
PRJ-2024-004,5636a81c,2024-08-28,EMP-1477,Controls Technician,PRJ-2024-004-SOV-01,8,0,68.0,1.4,Floor 1,1
PRJ-2024-004,4307ed49,2024-08-28,EMP-1397,Helper/Laborer,PRJ-2024-004-SOV-09,8,0,32.0,1.35,Floor 1,9
PRJ-2024-004,257ea239,2024-08-28,EMP-3566,Foreman,PRJ-2024-004-SOV-11,8,0,85.5,1.42,Floor 1,11
PRJ-2024-004,ccd61c66,2024-08-28,EMP-5931,Journeyman Pipefitter,PRJ-2024-004-SOV-11,8,0,74.5,1.42,Floor 1,11
PRJ-2024-004,3a626e3b,2024-08-28,EMP-9633,Journeyman Sheet Metal,PRJ-2024-004-SOV-11,8,0,72.0,1.42,Floor 1,11
PRJ-2024-004,ae4adf91,2024-08-28,EMP-4979,Journeyman Sheet Metal,PRJ-2024-004-SOV-01,8,0,72.0,1.42,Floor 1,1
PRJ-2024-004,4d6509ea,2024-08-28,EMP-2254,Apprentice 2nd Year,PRJ-2024-004-SOV-11,8,4,38.0,1.38,Floor 1,11
PRJ-2024-004,c314ac32,2024-08-28,EMP-3815,Journeyman Sheet Metal,PRJ-2024-004-SOV-12,8,0,72.0,1.42,Floor 1,12
PRJ-2024-004,c971115f,2024-08-29,EMP-4270,Apprentice 4th Year,PRJ-2024-004-SOV-12,8,0,52.0,1.38,Floor 1,12
PRJ-2024-004,89d8dff6,2024-08-29,EMP-6089,Helper/Laborer,PRJ-2024-004-SOV-11,8,0,32.0,1.35,Floor 1,11
PRJ-2024-004,62d4cc6f,2024-08-29,EMP-5207,Controls Technician,PRJ-2024-004-SOV-09,8,0,68.0,1.4,Floor 1,9
PRJ-2024-004,69e2558d,2024-08-29,EMP-8739,Insulator,PRJ-2024-004-SOV-09,8,0,58.0,1.4,Floor 1,9
PRJ-2024-004,03090430,2024-08-29,EMP-3434,Journeyman Sheet Metal,PRJ-2024-004-SOV-10,8,0,72.0,1.42,Floor 1,10
PRJ-2024-004,8d4c2788,2024-08-29,EMP-3806,Foreman,PRJ-2024-004-SOV-12,8,0,85.5,1.42,Floor 1,12
PRJ-2024-004,9cf931ff,2024-08-29,EMP-6161,Apprentice 2nd Year,PRJ-2024-004-SOV-11,8,0,38.0,1.38,Floor 1,11
PRJ-2024-004,577d7af7,2024-08-29,EMP-2196,Journeyman Pipefitter,PRJ-2024-004-SOV-01,8,0,74.5,1.42,Floor 1,1
PRJ-2024-004,35e64cb9,2024-08-29,EMP-4603,Apprentice 2nd Year,PRJ-2024-004-SOV-09,8,2,38.0,1.38,Floor 1,9
PRJ-2024-004,25755788,2024-08-29,EMP-8338,Apprentice 4th Year,PRJ-2024-004-SOV-10,8,0,52.0,1.38,Floor 1,10
PRJ-2024-004,c0d0cd53,2024-08-29,EMP-8316,Apprentice 2nd Year,PRJ-2024-004-SOV-11,8,0,38.0,1.38,Floor 1,11
PRJ-2024-004,c65578c0,2024-08-29,EMP-9206,Apprentice 2nd Year,PRJ-2024-004-SOV-01,8,0,38.0,1.38,Floor 1,1
PRJ-2024-004,44dc79cd,2024-08-30,EMP-6490,Insulator,PRJ-2024-004-SOV-01,8,0,58.0,1.4,Floor 1,1
PRJ-2024-004,26e6c6ba,2024-08-30,EMP-9327,Helper/Laborer,PRJ-2024-004-SOV-12,8,2,32.0,1.35,Floor 1,12
PRJ-2024-004,de9dbae4,2024-08-30,EMP-4682,Journeyman Sheet Metal,PRJ-2024-004-SOV-10,8,0,72.0,1.42,Floor 1,10
PRJ-2024-004,ae01edbe,2024-08-30,EMP-6339,Foreman,PRJ-2024-004-SOV-11,6,0,85.5,1.42,Floor 1,11
PRJ-2024-004,d4859f5f,2024-08-30,EMP-1200,Apprentice 4th Year,PRJ-2024-004-SOV-01,8,0,52.0,1.38,Floor 1,1
PRJ-2024-004,e232befa,2024-08-30,EMP-6022,Controls Technician,PRJ-2024-004-SOV-10,8,2,68.0,1.4,Floor 1,10
PRJ-2024-004,3d98abc0,2024-08-30,EMP-5672,Journeyman Pipefitter,PRJ-2024-004-SOV-11,8,0,74.5,1.42,Floor 1,11
PRJ-2024-004,fbc9c673,2024-08-30,EMP-8168,Apprentice 2nd Year,PRJ-2024-004-SOV-11,8,0,38.0,1.38,Floor 1,11
PRJ-2024-004,2e84732c,2024-08-30,EMP-8220,Journeyman Pipefitter,PRJ-2024-004-SOV-12,8,0,74.5,1.42,Floor 1,12
PRJ-2024-004,c9a26ca3,2024-08-30,EMP-5456,Journeyman Pipefitter,PRJ-2024-004-SOV-10,8,0,74.5,1.42,Floor 1,10
PRJ-2024-004,a6836c38,2024-08-30,EMP-5701,Apprentice 2nd Year,PRJ-2024-004-SOV-12,8,0,38.0,1.38,Floor 1,12
PRJ-2024-004,5845ce3f,2024-08-30,EMP-4335,Apprentice 4th Year,PRJ-2024-004-SOV-11,8,0,52.0,1.38,Floor 1,11
PRJ-2024-004,b801285c,2024-08-30,EMP-5392,Apprentice 2nd Year,PRJ-2024-004-SOV-10,8,0,38.0,1.38,Floor 1,10
PRJ-2024-004,18380911,2024-08-30,EMP-3178,Apprentice 2nd Year,PRJ-2024-004-SOV-09,10,0,38.0,1.38,Floor 1,9
PRJ-2024-004,d817f345,2024-08-30,EMP-8821,Journeyman Sheet Metal,PRJ-2024-004-SOV-12,8,0,72.0,1.42,Floor 1,12
PRJ-2024-004,f56eaf5a,2024-08-30,EMP-5757,Journeyman Sheet Metal,PRJ-2024-004-SOV-11,8,0,72.0,1.42,Floor 1,11
PRJ-2024-004,66af5278,2024-08-30,EMP-9088,Journeyman Pipefitter,PRJ-2024-004-SOV-12,8,0,74.5,1.42,Floor 1,12
PRJ-2024-004,bb5d598d,2024-09-02,EMP-5294,Apprentice 2nd Year,PRJ-2024-004-SOV-10,8,0,38.0,1.38,Floor 1,10
PRJ-2024-004,3e77f031,2024-09-02,EMP-3379,Insulator,PRJ-2024-004-SOV-09,8,2,58.0,1.4,Floor 1,9
PRJ-2024-004,cb6ef15f,2024-09-02,EMP-7354,Foreman,PRJ-2024-004-SOV-12,8,0,85.5,1.42,Floor 1,12
PRJ-2024-004,99f96803,2024-09-02,EMP-7105,Journeyman Sheet Metal,PRJ-2024-004-SOV-12,8,0,72.0,1.42,Floor 1,12
PRJ-2024-004,5fa41d14,2024-09-02,EMP-4046,Helper/Laborer,PRJ-2024-004-SOV-09,10,0,32.0,1.35,Floor 1,9
PRJ-2024-004,e9ff99ff,2024-09-02,EMP-9111,Apprentice 4th Year,PRJ-2024-004-SOV-09,6,0,52.0,1.38,Floor 1,9
PRJ-2024-004,90ad82ea,2024-09-02,EMP-4156,Journeyman Pipefitter,PRJ-2024-004-SOV-01,8,0,74.5,1.42,Floor 1,1
PRJ-2024-004,67999a19,2024-09-02,EMP-6836,Controls Technician,PRJ-2024-004-SOV-11,8,2,68.0,1.4,Floor 1,11
PRJ-2024-004,04da6f55,2024-09-02,EMP-8974,Apprentice 4th Year,PRJ-2024-004-SOV-01,8,0,52.0,1.38,Floor 1,1
PRJ-2024-004,9685f0f9,2024-09-02,EMP-5099,Journeyman Pipefitter,PRJ-2024-004-SOV-09,8,2,74.5,1.42,Floor 1,9
PRJ-2024-004,309456e0,2024-09-02,EMP-2024,Apprentice 2nd Year,PRJ-2024-004-SOV-01,8,0,38.0,1.38,Floor 1,1
PRJ-2024-004,97c18e26,2024-09-03,EMP-6667,Foreman,PRJ-2024-004-SOV-01,8,0,85.5,1.42,Floor 1,1
PRJ-2024-004,521ba781,2024-09-03,EMP-6133,Insulator,PRJ-2024-004-SOV-11,8,0,58.0,1.4,Floor 1,11
PRJ-2024-004,3893cd82,2024-09-03,EMP-7965,Apprentice 2nd Year,PRJ-2024-004-SOV-01,8,0,38.0,1.38,Floor 1,1
PRJ-2024-004,1189b6d9,2024-09-03,EMP-5364,Helper/Laborer,PRJ-2024-004-SOV-11,8,0,32.0,1.35,Floor 1,11
PRJ-2024-004,bc582ddf,2024-09-03,EMP-4624,Journeyman Sheet Metal,PRJ-2024-004-SOV-10,8,4,72.0,1.42,Floor 1,10
PRJ-2024-004,183ed743,2024-09-03,EMP-5188,Apprentice 4th Year,PRJ-2024-004-SOV-09,8,0,52.0,1.38,Floor 1,9
PRJ-2024-004,061b2e5d,2024-09-03,EMP-5137,Journeyman Pipefitter,PRJ-2024-004-SOV-11,8,0,74.5,1.42,Floor 1,11
PRJ-2024-004,2f964849,2024-09-03,EMP-2462,Controls Technician,PRJ-2024-004-SOV-12,8,0,68.0,1.4,Floor 1,12
PRJ-2024-004,5806f580,2024-09-04,EMP-3944,Controls Technician,PRJ-2024-004-SOV-10,8,4,68.0,1.4,Floor 1,10
PRJ-2024-004,00238296,2024-09-04,EMP-5642,Foreman,PRJ-2024-004-SOV-11,8,0,85.5,1.42,Floor 1,11
PRJ-2024-004,8a742e48,2024-09-04,EMP-3619,Journeyman Pipefitter,PRJ-2024-004-SOV-11,8,0,74.5,1.42,Floor 1,11
PRJ-2024-004,f641484a,2024-09-04,EMP-2814,Journeyman Sheet Metal,PRJ-2024-004-SOV-12,6,0,72.0,1.42,Floor 1,12
PRJ-2024-004,e6625497,2024-09-04,EMP-8866,Helper/Laborer,PRJ-2024-004-SOV-12,8,4,32.0,1.35,Floor 1,12
PRJ-2024-004,d82ce170,2024-09-04,EMP-1520,Insulator,PRJ-2024-004-SOV-12,8,0,58.0,1.4,Floor 1,12
PRJ-2024-004,6571c78f,2024-09-04,EMP-3239,Apprentice 4th Year,PRJ-2024-004-SOV-11,8,0,52.0,1.38,Floor 1,11
PRJ-2024-004,09725911,2024-09-04,EMP-4311,Apprentice 2nd Year,PRJ-2024-004-SOV-01,8,0,38.0,1.38,Floor 1,1
PRJ-2024-004,8d724ff3,2024-09-04,EMP-1342,Apprentice 4th Year,PRJ-2024-004-SOV-01,8,0,52.0,1.38,Floor 1,1
PRJ-2024-004,678639cd,2024-09-04,EMP-6847,Apprentice 2nd Year,PRJ-2024-004-SOV-10,8,0,38.0,1.38,Floor 1,10
PRJ-2024-004,f675c528,2024-09-04,EMP-3157,Apprentice 4th Year,PRJ-2024-004-SOV-09,4,0,52.0,1.38,Floor 1,9
PRJ-2024-004,c6f035e7,2024-09-04,EMP-9813,Journeyman Sheet Metal,PRJ-2024-004-SOV-12,4,0,72.0,1.42,Floor 1,12
PRJ-2024-004,4769f379,2024-09-04,EMP-4994,Journeyman Pipefitter,PRJ-2024-004-SOV-11,8,0,74.5,1.42,Floor 1,11
PRJ-2024-004,f6530779,2024-09-04,EMP-6055,Apprentice 4th Year,PRJ-2024-004-SOV-10,8,0,52.0,1.38,Floor 1,10
PRJ-2024-004,49249c0e,2024-09-04,EMP-3248,Journeyman Sheet Metal,PRJ-2024-004-SOV-01,8,0,72.0,1.42,Floor 1,1
PRJ-2024-004,3d1fec71,2024-09-04,EMP-3928,Apprentice 2nd Year,PRJ-2024-004-SOV-11,8,0,38.0,1.38,Floor 1,11
PRJ-2024-004,310b997c,2024-09-04,EMP-2644,Apprentice 2nd Year,PRJ-2024-004-SOV-01,4,0,38.0,1.38,Floor 1,1
PRJ-2024-004,548c036f,2024-09-05,EMP-7499,Helper/Laborer,PRJ-2024-004-SOV-12,8,0,32.0,1.35,Floor 1,12
PRJ-2024-004,c613fdad,2024-09-05,EMP-9779,Foreman,PRJ-2024-004-SOV-12,8,0,85.5,1.42,Floor 1,12
PRJ-2024-004,6e6c09be,2024-09-05,EMP-7700,Insulator,PRJ-2024-004-SOV-01,8,2,58.0,1.4,Floor 1,1
PRJ-2024-004,9f5fb519,2024-09-05,EMP-6713,Apprentice 4th Year,PRJ-2024-004-SOV-09,8,0,52.0,1.38,Floor 1,9
PRJ-2024-004,d62b8b62,2024-09-05,EMP-8457,Controls Technician,PRJ-2024-004-SOV-12,8,0,68.0,1.4,Floor 1,12
PRJ-2024-004,ca4a0751,2024-09-05,EMP-6235,Journeyman Pipefitter,PRJ-2024-004-SOV-11,8,0,74.5,1.42,Floor 1,11
PRJ-2024-004,be488c67,2024-09-05,EMP-2773,Journeyman Sheet Metal,PRJ-2024-004-SOV-10,8,0,72.0,1.42,Floor 1,10
PRJ-2024-004,ce76de50,2024-09-05,EMP-6379,Apprentice 2nd Year,PRJ-2024-004-SOV-01,8,0,38.0,1.38,Floor 1,1
PRJ-2024-004,5988cd64,2024-09-05,EMP-7294,Journeyman Sheet Metal,PRJ-2024-004-SOV-10,8,0,72.0,1.42,Floor 1,10
PRJ-2024-004,12cc377e,2024-09-05,EMP-6942,Apprentice 4th Year,PRJ-2024-004-SOV-11,8,0,52.0,1.38,Floor 1,11
PRJ-2024-004,a2ca0d0d,2024-09-05,EMP-9354,Apprentice 2nd Year,PRJ-2024-004-SOV-10,8,0,38.0,1.38,Floor 1,10
PRJ-2024-004,c0331a26,2024-09-05,EMP-4752,Journeyman Pipefitter,PRJ-2024-004-SOV-01,8,0,74.5,1.42,Floor 1,1
PRJ-2024-004,2393f764,2024-09-05,EMP-8903,Journeyman Sheet Metal,PRJ-2024-004-SOV-10,8,2,72.0,1.42,Floor 1,10
PRJ-2024-004,b197bd18,2024-09-05,EMP-6004,Journeyman Sheet Metal,PRJ-2024-004-SOV-12,8,0,72.0,1.42,Floor 1,12
PRJ-2024-004,dd915d24,2024-09-05,EMP-6967,Journeyman Sheet Metal,PRJ-2024-004-SOV-11,8,0,72.0,1.42,Floor 1,11
PRJ-2024-004,e8b20bfc,2024-09-06,EMP-8339,Apprentice 4th Year,PRJ-2024-004-SOV-11,8,0,52.0,1.38,Floor 1,11
PRJ-2024-004,a48cecb2,2024-09-06,EMP-3338,Journeyman Pipefitter,PRJ-2024-004-SOV-09,8,0,74.5,1.42,Floor 1,9
PRJ-2024-004,defe8b2a,2024-09-06,EMP-7786,Helper/Laborer,PRJ-2024-004-SOV-01,8,4,32.0,1.35,Floor 1,1
PRJ-2024-004,c623aa84,2024-09-06,EMP-5564,Insulator,PRJ-2024-004-SOV-10,8,0,58.0,1.4,Floor 1,10
PRJ-2024-004,45204cb1,2024-09-06,EMP-4264,Apprentice 2nd Year,PRJ-2024-004-SOV-01,8,0,38.0,1.38,Floor 1,1
PRJ-2024-004,e916342d,2024-09-06,EMP-3622,Controls Technician,PRJ-2024-004-SOV-09,8,2,68.0,1.4,Floor 1,9
PRJ-2024-004,378c3bb8,2024-09-06,EMP-2151,Foreman,PRJ-2024-004-SOV-10,8,4,85.5,1.42,Floor 1,10
PRJ-2024-004,0cd57ae9,2024-09-06,EMP-7732,Journeyman Sheet Metal,PRJ-2024-004-SOV-10,8,4,72.0,1.42,Floor 1,10
PRJ-2024-004,f035853f,2024-09-06,EMP-3405,Journeyman Pipefitter,PRJ-2024-004-SOV-11,8,0,74.5,1.42,Floor 1,11
PRJ-2024-004,49b13982,2024-09-06,EMP-4028,Journeyman Sheet Metal,PRJ-2024-004-SOV-01,6,0,72.0,1.42,Floor 1,1
PRJ-2024-004,1afa257f,2024-09-06,EMP-7287,Apprentice 4th Year,PRJ-2024-004-SOV-01,8,2,52.0,1.38,Floor 1,1
PRJ-2024-004,5f6e559c,2024-09-06,EMP-1454,Journeyman Pipefitter,PRJ-2024-004-SOV-01,8,0,74.5,1.42,Floor 1,1
PRJ-2024-004,0485136b,2024-09-06,EMP-6124,Journeyman Sheet Metal,PRJ-2024-004-SOV-12,4,0,72.0,1.42,Floor 1,12
PRJ-2024-004,d31dc778,2024-09-06,EMP-6768,Apprentice 2nd Year,PRJ-2024-004-SOV-01,8,2,38.0,1.38,Floor 1,1
PRJ-2024-004,0f19fc52,2024-09-09,EMP-4819,Apprentice 2nd Year,PRJ-2024-004-SOV-11,8,2,38.0,1.38,Floor 1,11
PRJ-2024-004,d0e3f38d,2024-09-09,EMP-4520,Apprentice 4th Year,PRJ-2024-004-SOV-12,8,0,52.0,1.38,Floor 1,12
PRJ-2024-004,50d0da4f,2024-09-09,EMP-2874,Journeyman Pipefitter,PRJ-2024-004-SOV-10,8,4,74.5,1.42,Floor 1,10
PRJ-2024-004,b7985d10,2024-09-09,EMP-2115,Controls Technician,PRJ-2024-004-SOV-09,8,4,68.0,1.4,Floor 1,9
PRJ-2024-004,85bd9dfb,2024-09-09,EMP-7213,Journeyman Sheet Metal,PRJ-2024-004-SOV-10,8,0,72.0,1.42,Floor 1,10
PRJ-2024-004,bf82927f,2024-09-09,EMP-7884,Insulator,PRJ-2024-004-SOV-10,8,4,58.0,1.4,Floor 1,10
PRJ-2024-004,7ff78512,2024-09-09,EMP-7038,Helper/Laborer,PRJ-2024-004-SOV-11,8,0,32.0,1.35,Floor 1,11
PRJ-2024-004,37439d0f,2024-09-09,EMP-8247,Foreman,PRJ-2024-004-SOV-12,8,4,85.5,1.42,Floor 1,12
PRJ-2024-004,b7a32eb3,2024-09-09,EMP-8340,Apprentice 4th Year,PRJ-2024-004-SOV-01,8,0,52.0,1.38,Floor 1,1
PRJ-2024-004,c45aca87,2024-09-10,EMP-3872,Helper/Laborer,PRJ-2024-004-SOV-09,8,0,32.0,1.35,Floor 1,9
PRJ-2024-004,d9c812b1,2024-09-10,EMP-7309,Foreman,PRJ-2024-004-SOV-10,8,0,85.5,1.42,Floor 1,10
